Component#1,Component#2,SMILES1,SMILES2,X#1 (molar fraction).1,X#2 (molar fraction).1,"Temperature, K","Density, g/cm^3",Reference (DOI)
choline chloride,"1,2-ethanediol",C[N+](C)(C)CCO.[Cl-],C(CO)O,0.1,0.9,293,1.115,10.1021/acs.jced.0c00715
choline chloride,"1,2-ethanediol",C[N+](C)(C)CCO.[Cl-],C(CO)O,0.15,0.85,293,1.115,10.1016/j.molliq.2016.07.039
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.25,0.75,298.15,1.115,10.1016/j.jct.2015.04.021
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.1,0.9,293,1.115,10.1021/acssuschemeng.5b00619
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.15,0.85,293,1.115,api.semanticscholar.org/CorpusID:92513446
choline chloride,levulinic acid,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,0.333,0.667,333.15,1.115,10.1021/jp0671998
choline chloride,levulinic acid,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,0.057,0.113,303.15,1.115,10.1016/j.tca.2011.10.010
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.1,0.9,293,1.115,doi:10.1002/aic.18095
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.15,0.85,293,1.115,doi:10.1002/aic.18095
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.25,0.75,298.15,1.115,doi:10.1002/aic.18095
choline chloride,levulinic  acid,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,0.333,0.667,333.15,1.115,doi:10.1002/aic.18095
betaine,levulinic acid,C[N+](C)(C)CC(=O)[O-],CC(=O)CCC(=O)O,0.125,0.875,328.15,1.115,10.1016/j.molliq.2022.119392
betaine,levulinic  acid,C[N+](C)(C)CC(=O)[O-],CC(=O)CCC(=O)O,0.125,0.875,328.15,1.115,doi:10.1002/aic.18095
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.2,0.8,298.15,1.1147,10.1039/C5CP03364K
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.2,0.8,298.15,1.1147,doi:10.1002/aic.18095
choline chloride,tetraethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(COCCOCCOCCO)O,0.167,0.833,313.2,1.1147,doi:10.1002/aic.18095
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.33,0.67,303.15,1.1146,10.1021/acs.jced.0c00715
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.33,0.67,303.15,1.1146,doi:10.1002/aic.18095
benzyltripropylammonium  chloride,glycerol,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O,0.25,0.75,323.15,1.1145,doi:10.1002/aic.18095
Acetylcholine Chloride,levulinic  acid,CC(=O)OCC[N+](C)(C)C.[Cl-],CC(=O)CCC(=O)O,0.25,0.75,333.15,1.1144,10.1021/acs.iecr.7b02478
acetylcholine chloride,levulinic acid,CC(=O)OCC[N+](C)(C)C.[Cl-],CC(=O)CCC(=O)O,0.25,0.75,313.15,1.1144,doi:10.1002/aic.18095
acetylcholine chloride,levulinic acid,CC(=O)OCC[N+](C)(C)C.[Cl-],CC(=O)CCC(=O)O,0.25,0.75,333.15,1.1144,doi:10.1002/aic.18095
tetrabutylammonium bromide,chloroacetic acid,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(C(=O)O)Cl,0.5,0.5,308.15,1.1143,10.1016/j.molliq.2021.118393
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.333,0.667,303.15,1.1142,10.1021/acs.jced.0c00715
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.333,0.667,303.15,1.1142,doi:10.1002/aic.18095
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.28,0.72,303.15,1.1141,10.1021/acssuschemeng.9b02845
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.28,0.72,303.15,1.1141,doi:10.1002/aic.18095
Acetylcholine Chloride,imidazole,CC(=O)OCC[N+](C)(C)C.[Cl-],C1=CN=CN1,0.333,0.667,313.15,1.1141,10.1021/acs.iecr.7b02478
acetylcholine chloride,imidazole,CC(=O)OCC[N+](C)(C)C.[Cl-],C1=CN=CN1,0.333,0.667,313.15,1.1141,doi:10.1002/aic.18095
tetraethylammonium p-toluenesulfonate,tetra-ethylene glycol,CC[N+](CC)(CC)CC.CC1=CC=C(C=C1)S(=O)(=O)[O-],C(COCCOCCOCCO)O,0.2,0.8,313.15,1.114,10.1016/j.molliq.2020.113110
choline chloride,"1,2-ethanediol",C[N+](C)(C)CCO.[Cl-],C(CO)O,0.05,0.95,293,1.114,10.1016/j.jct.2015.04.021
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.05,0.95,293,1.114,10.1016/j.jct.2015.04.021
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.05,0.95,293,1.114,doi:10.1002/aic.18095
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.333,0.667,303.15,1.1139,10.1016/j.jobe.2021.103056
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.333,0.667,303.15,1.1139,doi:10.1002/aic.18095
choline chloride,levulinic acid,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,0.25,0.75,333.15,1.1138,10.1016/j.tca.2016.11.008
choline chloride,levulinic  acid,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,0.25,0.75,333.15,1.1138,doi:10.1002/aic.18095
choline chloride,levulinic acid,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,0.25,0.75,333.15,1.1137,10.1016/j.tca.2011.10.010
choline chloride,levulinic  acid,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,0.25,0.75,333.15,1.1137,doi:10.1002/aic.18095
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.333,0.668,303.15,1.1136,10.1016/j.jct.2015.04.021
choline chloride,levulinic acid,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,0.333,0.667,333.13,1.1136,10.1021/sc500439w
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.143,0.857,298.15,1.1136,10.1021/acs.jced.0c00715
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.143,0.857,298.15,1.1136,doi:10.1002/aic.18095
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.333,0.668,303.15,1.1136,doi:10.1002/aic.18095
choline chloride,levulinic  acid,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,0.333,0.667,333.13,1.1136,doi:10.1002/aic.18095
allyltriphenylphosphonium bromide,diethylene glycol,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O,0.059,0.941,338.15,1.1136,10.1016/j.molliq.2017.09.091
allyltriphenylphosphonium  bromide,diethylene  glycol,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O,0.063,0.938,338.15,1.1136,10.1016/j.jct.2017.05.020
tetrabutylammonium hydrogen sulfate,chloroacetic acid,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C(C(=O)O)Cl,0.5,0.5,293.15,1.1135,10.1016/j.molliq.2021.118393
benzyltripropylammonium  chloride,lactic  acid,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],CC(C(=O)O)O,0.25,0.75,303.15,1.1135,doi:10.1002/aic.18095
"n,n-diethylethanolammonium  chloride",triethylene  glycol,CC(C)(C)NCCO.Cl,C(COCCOCCO)O,0.2,0.8,303.1,1.1134,doi:10.1002/aic.18095
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.167,0.833,298.15,1.1134,10.1021/acs.jced.0c00715
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.167,0.833,298.15,1.1134,doi:10.1002/aic.18095
choline chloride,"1,2,4-Triazole",C[N+](C)(C)CCO.[Cl-],C1=NC=NN1,0.125,0.292,343.2,1.1133,10.1016/j.tca.2011.10.010
Acetylcholine Chloride,"1,2,4-triazole",CC(=O)OCC[N+](C)(C)C.[Cl-],C1=NC=NN1,0.5,0.5,333.15,1.1133,10.1021/acs.iecr.7b02478
acetylcholine chloride,"1,2,4-triazole",CC(=O)OCC[N+](C)(C)C.[Cl-],C1=NC=NN1,0.5,0.5,333.15,1.1133,doi:10.1002/aic.18095
acetylcholine chloride,imidazole,CC(=O)OCC[N+](C)(C)C.[Cl-],C1=CN=CN1,0.4,0.6,333.15,1.1133,doi:10.1002/aic.18095
choline chloride,tetraethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(COCCOCCOCCO)O,0.143,0.857,313.2,1.1132,doi:10.1002/aic.18095
choline chloride,levulinic acid,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,0.2,0.8,333.15,1.1131,10.1016/j.tca.2014.11.028
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.333,0.667,348.08,1.1131,doi:10.1002/aic.18095
choline chloride,levulinic  acid,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,0.2,0.8,333.15,1.1131,doi:10.1002/aic.18095
tetrabutylammonium hydrogen sulfate,benzilic acid,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,0.5,0.5,308.15,1.113,10.1016/j.fluid.2020.112752
tetrabutylammonium  hydrogen sulfate,benzilic  acid,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,0.5,0.5,308.15,1.113,doi:10.1002/aic.18095
n-methylmorpholine-n-oxide,phenylacetic acid,C[N+]1(CCOCC1)[O-],C1=CC=C(C=C1)CC(=O)O,0.5,0.5,333.15,1.113,10.1016/j.molliq.2017.05.084
n-methylmorpholine-n-oxide,phenylacetic  acid,C[N+]1(CCOCC1)[O-],C1=CC=C(C=C1)CC(=O)O,0.5,0.5,333.15,1.113,doi:10.1002/aic.18095
"n,n-dimethyldodecylamine n-oxide",phenylacetic acid,CCCCCCCCCCCC[N+](C)(C)[O-],C1=CC=C(C=C1)CC(=O)O,0.5,0.5,333.15,1.113,doi:10.1002/aic.18095
"N,N-Dimethyldodecylamine N-oxide",phenylacetic  acid,CCCCCCCCCCCC[N+](C)(C)[O-],C1=CC=C(C=C1)CC(=O)O,0.5,0.5,333.15,1.113,doi:10.1002/aic.18095
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.5,0.5,303.15,1.113,10.1016/j.molliq.2019.111916
choline chloride,levulinic acid,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,0.167,0.833,333.15,1.113,10.1016/j.jtice.2012.01.007
choline chloride,levulinic  acid,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,0.167,0.833,333.15,1.113,doi:10.1002/aic.18095
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.8,0.2,298.15,1.1129,doi:10.1002/aic.18095
benzyltriphenylphosphonium  chloride,triethylene  glycol,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],C(COCCOCCO)O,0.111,0.889,333.18,1.1128,doi:10.1002/aic.18095
choline chloride,triethylene glycol,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O,0.333,0.667,323.15,1.1125,10.1016/j.tca.2011.10.010
choline chloride,triethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O,0.333,0.667,323.15,1.1125,doi:10.1002/aic.18095
tetraethylammonium chloride,l-lactic acid,CC[N+](CC)(CC)CC.[Cl-],CC(C(=O)O)O,0.333,0.667,293.15,1.1124,10.1016/j.molliq.2016.07.039
tetraethylammonium  chloride,lactic  acid,CC[N+](CC)(CC)CC.[Cl-],CC(C(=O)O)O,0.333,0.667,293.15,1.1124,doi:10.1002/aic.18095
l-histidine,hexanoic acid,C1=C(NC=N1)CC(C(=O)O)N,CCCCCC(=O)O,0.333,0.667,303.15,1.1124,10.1016/j.jcou.2022.102217
allyltriphenylphosphonium  bromide,triethylene  glycol,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O,0.091,0.909,348.18,1.1124,10.1016/j.jct.2017.05.020
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.36,0.64,308.15,1.1122,10.1016/j.biortech.2020.122897
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.36,0.64,308.15,1.1122,doi:10.1002/aic.18095
allyltriphenylphosphonium bromide,triethylene glycol,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O,0.059,0.941,338.15,1.1122,10.1016/j.molliq.2017.09.091
allyltriphenylphosphonium  bromide,triethylene  glycol,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O,0.059,0.941,338.15,1.1122,10.1016/j.jct.2017.05.020
allyltriphenylphosphonium  bromide,triethylene  glycol,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O,0.063,0.938,338.15,1.1122,10.1016/j.jct.2017.05.020
tetrapropylammonium  bromide,ethylene  glycol,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O,0.25,0.75,333.19,1.1121,doi:10.1002/aic.18095
tetrapropylammonium  bromide,ethylene  glycol,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O,0.8,0.2,298.15,1.1121,doi:10.1002/aic.18095
tetrapropylammonium  bromide,triethylene  glycol,CCC[N+](CCC)(CCC)CCC.[Br-],C(COCCOCCO)O,0.286,0.714,343.11,1.1121,doi:10.1002/aic.18095
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.25,0.75,303.15,1.1121,10.1016/j.jobe.2021.103056
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.25,0.75,303.15,1.1121,doi:10.1002/aic.18095
choline chloride,triethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O,0.25,0.75,323.15,1.1121,doi:10.1002/aic.18095
trimethylamine hydrochloride,levulinic acid,CN(C)C.Cl,CC(=O)CCC(=O)O,0.25,0.75,298.15,1.112,doi:10.1002/aic.18095
tetrabutylammonium chloride,ethylene glycol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O,0.2,0.8,343.15,1.112,10.1021/je5002126
tetrabutylammonium  chloride,ethylene  glycol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O,0.2,0.8,343.15,1.112,doi:10.1002/aic.18095
choline chloride,furfuryl alcohol,C[N+](C)(C)CCO.[Cl-],C1=COC(=C1)CO,0.25,0.75,333.15,1.112,10.1021/acs.jced.0c00715
choline chloride,levulinic acid,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,0.333,0.667,338.15,1.112,10.1016/j.molliq.2016.10.115
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.333,0.667,308.1,1.112,doi:10.1002/aic.18095
choline chloride,furfuryl  alcohol,C[N+](C)(C)CCO.[Cl-],C1=COC(=C1)CO,0.25,0.75,333.15,1.112,doi:10.1002/aic.18095
choline chloride,levulinic  acid,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,0.333,0.667,338.15,1.112,doi:10.1002/aic.18095
betaine,levulinic acid,C[N+](C)(C)CC(=O)[O-],CC(=O)CCC(=O)O,0.125,0.875,333.15,1.112,10.1016/j.jcis.2017.01.109
betaine,levulinic  acid,C[N+](C)(C)CC(=O)[O-],CC(=O)CCC(=O)O,0.125,0.875,333.15,1.112,doi:10.1002/aic.18095
betaine,levulinic  acid,C[N+](C)(C)CC(=O)[O-],CC(=O)CCC(=O)O,0.25,0.75,298.15,1.112,doi:10.1002/aic.18095
tetrabutylammonium  bromide,glycerol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(C(CO)O)O,0.25,0.75,328.04,1.1117,doi:10.1002/aic.18095
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.33,0.67,308.15,1.1117,10.1039/C5CP03364K
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.2,0.8,303.15,1.1117,10.1021/acs.jced.0c00715
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.2,0.8,303.15,1.1117,doi:10.1002/aic.18095
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.33,0.67,308.15,1.1117,doi:10.1002/aic.18095
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.333,0.667,303.15,1.1114,10.1021/acs.jced.0c00715
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.333,0.667,303.15,1.1114,doi:10.1002/aic.18095
benzyltripropylammonium  chloride,glycerol,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O,0.25,0.75,328.15,1.1114,doi:10.1002/aic.18095
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.333,0.667,308.15,1.1113,10.1016/j.molliq.2016.07.039
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.333,0.667,308.15,1.1113,doi:10.1002/aic.18095
choline chloride,4-ethylphenol,C[N+](C)(C)CCO.[Cl-],CCC1=CC=C(C=C1)O,0.143,0.857,298.15,1.1112,10.1016/j.foodchem.2022.134054
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.28,0.72,308.15,1.1111,10.1016/j.foodchem.2022.134054
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.28,0.72,308.15,1.1111,doi:10.1002/aic.18095
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.333,0.667,303.15,1.111,10.1016/j.jct.2015.04.021
choline chloride,acetic acid,C[N+](C)(C)CCO.[Cl-],CC(=O)O,0.333,0.667,298.15,1.111,10.1016/j.jobe.2021.103056
choline chloride,acetic  acid,C[N+](C)(C)CCO.[Cl-],CC(=O)O,0.333,0.667,298.15,1.111,doi:10.1002/aic.18095
tetrabutylammonium bromide,chloroacetic acid,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(C(=O)O)Cl,0.5,0.5,313.15,1.1109,10.1016/j.molliq.2021.118393
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.333,0.667,308.15,1.1109,10.1016/j.tca.2011.10.010
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.333,0.667,308.15,1.1109,doi:10.1002/aic.18095
"n,n-diethylethanolammonium  chloride",triethylene  glycol,CC(C)(C)NCCO.Cl,C(COCCOCCO)O,0.2,0.8,313.12,1.1108,doi:10.1002/aic.18095
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.333,0.668,308.15,1.1108,10.1021/acssuschemeng.9b02845
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.333,0.668,308.15,1.1108,doi:10.1002/aic.18095
choline chloride,tetraethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(COCCOCCOCCO)O,0.125,0.875,313.2,1.1108,doi:10.1002/aic.18095
Acetylcholine Chloride,levulinic  acid,CC(=O)OCC[N+](C)(C)C.[Cl-],CC(=O)CCC(=O)O,0.25,0.75,338.15,1.1107,10.1021/acs.iecr.7b02478
acetylcholine chloride,levulinic acid,CC(=O)OCC[N+](C)(C)C.[Cl-],CC(=O)CCC(=O)O,0.25,0.75,338.15,1.1107,10.1002/cphc.200500489
1-ethyl-3-methylimidazolium chloride,phenol,CCN1C=C[N+](=C1)C.[Cl-],C1=CC=C(C=C1)O,0.5,0.5,313.2,1.1107,10.1021/acssuschemeng.0c04215
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.143,0.857,303.15,1.1105,10.1016/j.jct.2015.04.021
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.143,0.857,303.15,1.1105,doi:10.1002/aic.18095
tetraethylammonium p-toluenesulfonate,tetra-ethylene glycol,CC[N+](CC)(CC)CC.CC1=CC=C(C=C1)S(=O)(=O)[O-],C(COCCOCCOCCO)O,0.2,0.8,318.15,1.1104,10.1016/j.molliq.2020.113110
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.167,0.833,303.15,1.1103,10.1016/j.tca.2011.10.010
choline chloride,levulinic acid,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,0.333,0.667,338.13,1.1103,10.1021/acs.jced.0c00715
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.167,0.833,303.15,1.1103,doi:10.1002/aic.18095
choline chloride,levulinic  acid,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,0.333,0.667,338.13,1.1103,doi:10.1002/aic.18095
tetrabutylammonium hydrogen sulfate,chloroacetic acid,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C(C(=O)O)Cl,0.5,0.5,298.15,1.1102,10.1016/j.molliq.2021.118393
choline chloride,levulinic acid,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,0.25,0.75,338.15,1.1101,10.1021/acs.jced.0c00715
choline chloride,levulinic  acid,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,0.25,0.75,338.15,1.1101,doi:10.1002/aic.18095
tetrapropylammonium  bromide,ethylene  glycol,CCC[N+](CCC)(CCC)CCC.[Br-],C(CO)O,0.167,0.833,333.19,1.11,doi:10.1002/aic.18095
tetrapropylammonium  bromide,triethylene  glycol,CCC[N+](CCC)(CCC)CCC.[Br-],C(COCCOCCO)O,0.2,0.8,343.11,1.11,doi:10.1002/aic.18095
tetrabutylammonium chloride,ethylene glycol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O,0.25,0.75,323.15,1.11,10.1021/je5002126
tetrabutylammonium  chloride,ethylene  glycol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CO)O,0.25,0.75,323.15,1.11,doi:10.1002/aic.18095
choline chloride,"1,2-propylene glycol",C[N+](C)(C)CCO.[Cl-],CC(CO)O,0.5,0.5,298.15,1.11,10.1016/j.tca.2011.10.010
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.333,0.667,298.15,1.11,10.1016/j.jtice.2012.01.007
betaine,phenylacetic acid,C[N+](C)(C)CC(=O)[O-],C1=CC=C(C=C1)CC(=O)O,0.4,0.6,363.15,1.11,doi:10.1002/aic.18095
betaine,phenylacetic  acid,C[N+](C)(C)CC(=O)[O-],C1=CC=C(C=C1)CC(=O)O,0.4,0.6,363.15,1.11,doi:10.1002/aic.18095
choline chloride,furfuryl alcohol,C[N+](C)(C)CCO.[Cl-],C1=COC(=C1)CO,0.2,0.8,333.15,1.1099,10.1021/sc500439w
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.25,0.75,303.15,1.1099,10.1016/j.molliq.2016.10.115
choline chloride,furfuryl  alcohol,C[N+](C)(C)CCO.[Cl-],C1=COC(=C1)CO,0.2,0.8,333.15,1.1099,doi:10.1002/aic.18095
benzyltripropylammonium  chloride,lactic  acid,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],CC(C(=O)O)O,0.25,0.75,308.15,1.1099,doi:10.1002/aic.18095
allyltriphenylphosphonium bromide,diethylene glycol,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O,0.059,0.941,343.15,1.1099,10.1016/j.molliq.2017.09.091
allyltriphenylphosphonium  bromide,diethylene  glycol,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O,0.063,0.938,343.15,1.1099,10.1016/j.jct.2017.05.020
tetrabutylammonium hydrogen sulfate,benzilic acid,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,0.5,0.5,313.15,1.1098,10.1016/j.fluid.2020.112752
tetrabutylammonium  hydrogen sulfate,benzilic  acid,CCCC[N+](CCCC)(CCCC)CCCC.OS(=O)(=O)[O-],C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,0.5,0.5,313.15,1.1098,doi:10.1002/aic.18095
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.36,0.64,313.15,1.1097,10.1021/acs.jced.0c00715
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.36,0.64,313.15,1.1097,doi:10.1002/aic.18095
l-histidine,hexanoic acid,C1=C(NC=N1)CC(C(=O)O)N,CCCCCC(=O)O,0.333,0.667,308.15,1.1095,10.1016/j.jcou.2022.102217
choline chloride,furfuryl alcohol,C[N+](C)(C)CCO.[Cl-],C1=COC(=C1)CO,0.167,0.833,333.15,1.1095,10.1021/acs.jced.0c00715
choline chloride,imidazole,C[N+](C)(C)CCO.[Cl-],C1=CN=CN1,0.125,0.292,303.2,1.1095,10.1021/acs.jced.0c00715
choline chloride,furfuryl  alcohol,C[N+](C)(C)CCO.[Cl-],C1=COC(=C1)CO,0.167,0.833,333.15,1.1095,doi:10.1002/aic.18095
methyltriphenylphosphonium bromide,monoethanolamine,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N,0.125,0.875,303.15,1.1092,10.1016/j.fluid.2017.03.008
methyltriphenylphosphonium  bromide,monoethanolamine,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(CO)N,0.125,0.875,303.15,1.1092,doi:10.1002/aic.18095
choline chloride,ethylene glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.25,0.75,308.15,1.1092,10.1039/C5CP03364K
choline chloride,ethylene  glycol,C[N+](C)(C)CCO.[Cl-],C(CO)O,0.25,0.75,308.15,1.1092,doi:10.1002/aic.18095
Acetylcholine Chloride,imidazole,CC(=O)OCC[N+](C)(C)C.[Cl-],C1=CN=CN1,0.333,0.667,323.15,1.1092,10.1021/acs.iecr.7b02478
Acetylcholine Chloride,imidazole,CC(=O)OCC[N+](C)(C)C.[Cl-],C1=CN=CN1,0.4,0.6,333.15,1.1092,10.1021/acs.iecr.7b02478
