Component#1,Component#2,SMILES1,SMILES2,X#1 (molar fraction),X#2 (molar fraction),"DES melting temperature, K",Reference (DOI),T#1,T#2
fructose,Choline chloride,C1C(C(C(C(O1)(CO)O)O)O)O,CN+(C)CCO.[Cl-],0.3333,0.6667,283.15,10.1002/aic.17408,386.75,578.15
fructose,Choline chloride,C1C(C(C(C(O1)(CO)O)O)O)O,CN+(C)CCO.[Cl-],0.4,0.6,286.15,10.1002/aic.17408,386.75,578.15
fructose,Choline chloride,C1C(C(C(C(O1)(CO)O)O)O)O,CN+(C)CCO.[Cl-],0.5,0.5,293.15,10.1002/aic.17408,386.75,578.15
fructose,Choline chloride,C1C(C(C(C(O1)(CO)O)O)O)O,CN+(C)CCO.[Cl-],0.6,0.4,301.15,10.1002/aic.17408,386.75,578.15
fructose,Choline chloride,C1C(C(C(C(O1)(CO)O)O)O)O,CN+(C)CCO.[Cl-],0.6667,0.3333,306.15,10.1002/aic.17408,386.75,578.15
fructose,Choline chloride,C1C(C(C(C(O1)(CO)O)O)O)O,CN+(C)CCO.[Cl-],0.7143,0.2857,309.15,10.1002/aic.17408,386.75,578.15
fructose,Choline chloride,C1C(C(C(C(O1)(CO)O)O)O)O,CN+(C)CCO.[Cl-],0.2857,0.7143,310.15,10.1002/aic.17408,386.75,578.15
fructose,Choline chloride,C1C(C(C(C(O1)(CO)O)O)O)O,CN+(C)CCO.[Cl-],0.75,0.25,313.15,10.1002/aic.17408,386.75,578.15
furfuryl alcohol,Choline chloride,C1=COC(=C1)CO,CN+(C)CCO.[Cl-],0.75,0.25,237.4,10.1016/j.jct.2015.04.021,258.5,578.15
furfuryl alcohol,Choline chloride,C1=COC(=C1)CO,CN+(C)CCO.[Cl-],0.8,0.2,238.6,10.1016/j.jct.2015.04.021,258.5,578.15
furfuryl alcohol,Choline chloride,C1=COC(=C1)CO,CN+(C)CCO.[Cl-],0.8333,0.1667,239.4,10.1016/j.jct.2015.04.021,258.5,578.15
gallic acid,Choline chloride,C1=C(C=C(C(=C1O)O)O)C(=O)O,CN+(C)CCO.[Cl-],0.33,0.67,350.15,10.1039/C1RA00630D,524.19,578.15
glucose,Choline chloride,C(C1C(C(C(C(O1)O)O)O)O)O,CN+(C)CCO.[Cl-],0.3333,0.6667,288.15,10.1002/aic.17408,420,578.15
glucose,Choline chloride,C(C1C(C(C(C(O1)O)O)O)O)O,CN+(C)CCO.[Cl-],0.4,0.6,297.15,10.1002/aic.17408,420,578.15
glucose,Choline chloride,C(C1C(C(C(C(O1)O)O)O)O)O,CN+(C)CCO.[Cl-],0.5,0.5,304.15,10.1002/aic.17408,420,578.15
glucose,Choline chloride,C(C1C(C(C(C(O1)O)O)O)O)O,CN+(C)CCO.[Cl-],0.6,0.4,312.15,10.1002/aic.17408,420,578.15
glucose,Choline chloride,C(C1C(C(C(C(O1)O)O)O)O)O,CN+(C)CCO.[Cl-],0.2857,0.7143,317.15,10.1002/aic.17408,420,578.15
glutamic acid,Choline chloride,C(CC(=O)O)C(C(=O)O)N,CN+(C)CCO.[Cl-],0.667,0.333,286.15,10.1002/aic.17408,472.15,578.15
glutaric acid,Choline chloride,C(CC(=O)O)CC(=O)O,CN+(C)CCO.[Cl-],0.505,0.495,304.55,10.1021/acs.iecr.8b01249,370.9,578.15
glutaric acid,tetraethylammonium bromide,C(CC(=O)O)CC(=O)O,N+(CC)(CC)CC.[Br-],0.577,0.423,307.5,10.1016/j.gee.2020.11.020,370.9,633
glutaric acid,Choline chloride,C(CC(=O)O)CC(=O)O,CN+(C)CCO.[Cl-],0.55,0.45,311.15,10.1021/acs.iecr.8b01249,370.9,578.15
glutaric acid,tetraethylammonium bromide,C(CC(=O)O)CC(=O)O,N+(CC)(CC)CC.[Br-],0.599,0.401,317.7,10.1016/j.gee.2020.11.020,370.9,633
glutaric acid,tetraethylammonium bromide,C(CC(=O)O)CC(=O)O,N+(CC)(CC)CC.[Br-],0.621,0.379,319.9,10.1016/j.gee.2020.11.020,370.9,633
glutaric acid,Choline chloride,C(CC(=O)O)CC(=O)O,CN+(C)CCO.[Cl-],0.601,0.399,320.45,10.1021/acs.iecr.8b01249,370.9,578.15
glutaric acid,Choline chloride,C(CC(=O)O)CC(=O)O,CN+(C)CCO.[Cl-],0.648,0.352,326.58,10.1021/acs.iecr.8b01249,370.9,578.15
glutaric acid,tetraethylammonium bromide,C(CC(=O)O)CC(=O)O,N+(CC)(CC)CC.[Br-],0.641,0.359,327.1,10.1016/j.gee.2020.11.020,370.9,633
glutaric acid,tetraethylammonium bromide,C(CC(=O)O)CC(=O)O,N+(CC)(CC)CC.[Br-],0.537,0.463,328.2,10.1016/j.gee.2020.11.020,370.9,633
glutaric acid,tetraethylammonium bromide,C(CC(=O)O)CC(=O)O,N+(CC)(CC)CC.[Br-],0.665,0.335,330.5,10.1016/j.gee.2020.11.020,370.9,633
glutaric acid,tetraethylammonium bromide,C(CC(=O)O)CC(=O)O,N+(CC)(CC)CC.[Br-],0.527,0.473,333.2,10.1016/j.gee.2020.11.020,370.9,633
glutaric acid,Choline chloride,C(CC(=O)O)CC(=O)O,CN+(C)CCO.[Cl-],0.701,0.299,333.48,10.1021/acs.iecr.8b01249,370.9,578.15
glutaric acid,tetraethylammonium bromide,C(CC(=O)O)CC(=O)O,N+(CC)(CC)CC.[Br-],0.516,0.484,338.2,10.1016/j.gee.2020.11.020,370.9,633
glutaric acid,tetraethylammonium bromide,C(CC(=O)O)CC(=O)O,N+(CC)(CC)CC.[Br-],0.694,0.306,340.9,10.1016/j.gee.2020.11.020,370.9,633
glutaric acid,Choline chloride,C(CC(=O)O)CC(=O)O,CN+(C)CCO.[Cl-],0.75,0.25,341.02,10.1021/acs.iecr.8b01249,370.9,578.15
glutaric acid,Choline chloride,C(CC(=O)O)CC(=O)O,CN+(C)CCO.[Cl-],0.448,0.552,342.85,10.1021/acs.iecr.8b01249,370.9,578.15
glutaric acid,tetraethylammonium bromide,C(CC(=O)O)CC(=O)O,N+(CC)(CC)CC.[Br-],0.508,0.492,343.2,10.1016/j.gee.2020.11.020,370.9,633
glutaric acid,Choline chloride,C(CC(=O)O)CC(=O)O,CN+(C)CCO.[Cl-],0.799,0.201,345.38,10.1021/acs.iecr.8b01249,370.9,578.15
glutaric acid,tetraethylammonium bromide,C(CC(=O)O)CC(=O)O,N+(CC)(CC)CC.[Br-],0.743,0.257,348.1,10.1016/j.gee.2020.11.020,370.9,633
glutaric acid,tetraethylammonium bromide,C(CC(=O)O)CC(=O)O,N+(CC)(CC)CC.[Br-],0.498,0.502,348.2,10.1016/j.gee.2020.11.020,370.9,633
glutaric acid,Choline chloride,C(CC(=O)O)CC(=O)O,CN+(C)CCO.[Cl-],0.849,0.151,352.58,10.1021/acs.iecr.8b01249,370.9,578.15
glutaric acid,tetraethylammonium bromide,C(CC(=O)O)CC(=O)O,N+(CC)(CC)CC.[Br-],0.49,0.51,353.2,10.1016/j.gee.2020.11.020,370.9,633
glutaric acid,tetraethylammonium bromide,C(CC(=O)O)CC(=O)O,N+(CC)(CC)CC.[Br-],0.789,0.211,355.6,10.1016/j.gee.2020.11.020,370.9,633
glutaric acid,tetraethylammonium bromide,C(CC(=O)O)CC(=O)O,N+(CC)(CC)CC.[Br-],0.483,0.517,358.2,10.1016/j.gee.2020.11.020,370.9,633
glutaric acid,Choline chloride,C(CC(=O)O)CC(=O)O,CN+(C)CCO.[Cl-],0.899,0.101,358.68,10.1021/acs.iecr.8b01249,370.9,578.15
glutaric acid,tetraethylammonium bromide,C(CC(=O)O)CC(=O)O,N+(CC)(CC)CC.[Br-],0.82,0.18,361.2,10.1016/j.gee.2020.11.020,370.9,633
glutaric acid,tetraethylammonium bromide,C(CC(=O)O)CC(=O)O,N+(CC)(CC)CC.[Br-],0.475,0.525,363.2,10.1016/j.gee.2020.11.020,370.9,633
glutaric acid,Choline chloride,C(CC(=O)O)CC(=O)O,CN+(C)CCO.[Cl-],0.95,0.05,364.25,10.1021/acs.iecr.8b01249,370.9,578.15
glutaric acid,tetraethylammonium bromide,C(CC(=O)O)CC(=O)O,N+(CC)(CC)CC.[Br-],0.859,0.141,364.5,10.1016/j.gee.2020.11.020,370.9,633
glutaric acid,tetraethylammonium bromide,C(CC(=O)O)CC(=O)O,N+(CC)(CC)CC.[Br-],0.873,0.127,365.6,10.1016/j.gee.2020.11.020,370.9,633
glutaric acid,tetraethylammonium bromide,C(CC(=O)O)CC(=O)O,N+(CC)(CC)CC.[Br-],0.902,0.098,367.4,10.1016/j.gee.2020.11.020,370.9,633
glutaric acid,tetraethylammonium bromide,C(CC(=O)O)CC(=O)O,N+(CC)(CC)CC.[Br-],0.467,0.533,368.2,10.1016/j.gee.2020.11.020,370.9,633
glutaric acid,tetraethylammonium bromide,C(CC(=O)O)CC(=O)O,N+(CC)(CC)CC.[Br-],0.947,0.053,369.6,10.1016/j.gee.2020.11.020,370.9,633
glutaric acid,Choline chloride,C(CC(=O)O)CC(=O)O,CN+(C)CCO.[Cl-],0.402,0.598,372.65,10.1021/acs.iecr.8b01249,370.9,578.15
glutaric acid,tetraethylammonium bromide,C(CC(=O)O)CC(=O)O,N+(CC)(CC)CC.[Br-],0.461,0.539,373.2,10.1016/j.gee.2020.11.020,370.9,633
glutaric acid,tetraethylammonium bromide,C(CC(=O)O)CC(=O)O,N+(CC)(CC)CC.[Br-],0.452,0.548,378.2,10.1016/j.gee.2020.11.020,370.9,633
glutaric acid,tetraethylammonium bromide,C(CC(=O)O)CC(=O)O,N+(CC)(CC)CC.[Br-],0.442,0.558,383.2,10.1016/j.gee.2020.11.020,370.9,633
glutaric acid,tetraethylammonium bromide,C(CC(=O)O)CC(=O)O,N+(CC)(CC)CC.[Br-],0.434,0.566,388.2,10.1016/j.gee.2020.11.020,370.9,633
glutaric acid,tetraethylammonium bromide,C(CC(=O)O)CC(=O)O,N+(CC)(CC)CC.[Br-],0.425,0.575,393.2,10.1016/j.gee.2020.11.020,370.9,633
glutaric acid,Choline chloride,C(CC(=O)O)CC(=O)O,CN+(C)CCO.[Cl-],0.351,0.649,396.78,10.1021/acs.iecr.8b01249,370.9,578.15
glutaric acid,tetraethylammonium bromide,C(CC(=O)O)CC(=O)O,N+(CC)(CC)CC.[Br-],0.417,0.583,398.2,10.1016/j.gee.2020.11.020,370.9,633
glutaric acid,Choline chloride,C(CC(=O)O)CC(=O)O,CN+(C)CCO.[Cl-],0.301,0.699,418.72,10.1021/acs.iecr.8b01249,370.9,578.15
glutaric acid,Choline chloride,C(CC(=O)O)CC(=O)O,CN+(C)CCO.[Cl-],0.25,0.75,444.45,10.1021/acs.iecr.8b01249,370.9,578.15
glutaric acid,Choline chloride,C(CC(=O)O)CC(=O)O,CN+(C)CCO.[Cl-],0.201,0.799,475.42,10.1021/acs.iecr.8b01249,370.9,578.15
glutaric acid,Choline chloride,C(CC(=O)O)CC(=O)O,CN+(C)CCO.[Cl-],0.15,0.85,504.28,10.1021/acs.iecr.8b01249,370.9,578.15
glutaric acid,Choline chloride,C(CC(=O)O)CC(=O)O,CN+(C)CCO.[Cl-],0.102,0.898,539.75,10.1021/acs.iecr.8b01249,370.9,578.15
glutaric acid,Choline chloride,C(CC(=O)O)CC(=O)O,CN+(C)CCO.[Cl-],0.051,0.949,571.62,10.1021/acs.iecr.8b01249,370.9,578.15
glycerol,ranitidine,C(C(CO)O)O,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C,0.67,0.33,186.15,10.1016/j.fluid.2017.05.009,291.25,342.15
glycerol,tetrabutylammonium chloride,C(C(CO)O)O,N+(CCCC)(CCCC)CCCC.[Cl-],0.8333,0.1667,230.37,10.1021/je5002126,291.22,344
glycerol,tetrabutylammonium chloride,C(C(CO)O)O,N+(CCCC)(CCCC)CCCC.[Cl-],0.8,0.2,230.54,10.1021/je5002126,291.22,344
glycerol,tetrabutylammonium chloride,C(C(CO)O)O,N+(CCCC)(CCCC)CCCC.[Cl-],0.75,0.25,231.51,10.1021/je5002126,291.22,344
glycerol,Choline chloride,C(C(CO)O)O,CN+(C)CCO.[Cl-],0.667,0.333,237,10.1016/j.tca.2011.10.010,291.22,578.15
glycerol,Choline chloride,C(C(CO)O)O,CN+(C)CCO.[Cl-],0.75,0.25,240.5,10.1016/j.tca.2011.10.010,291.22,578.15
glycerol,tetrabutylammonium bromide,C(C(CO)O)O,N+(CCCC)(CCCC)CCCC.[Br-],0.8,0.2,249.09,10.1016/j.molliq.2015.11.032,291.25,390.8
glycerol,tetrapropylammonium bromide,C(C(CO)O)O,N+(CCC)(CCC)CCC.[Br-],0.75,0.25,257.05,10.1016/j.molliq.2014.08.004,291.25,583
glycerol,tetrapropylammonium bromide,C(C(CO)O)O,N+(CCC)(CCC)CCC.[Br-],0.6667,0.3333,258.15,10.1016/j.molliq.2014.08.004,291.25,583
glycerol,methyltriphenylphosphonium bromide,C(C(CO)O)O,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.75,0.25,267.6,10.1021/ef2004943,291.22,504.15
glycerol,tetrapropylammonium bromide,C(C(CO)O)O,N+(CCC)(CCC)CCC.[Br-],0.8,0.2,268.45,10.1016/j.molliq.2014.08.004,291.25,583
glycerol,methyltriphenylphosphonium bromide,C(C(CO)O)O,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.6364,0.3636,269.12,10.1021/je100104v,291.22,504.15
glycerol,"n,n-diethylethanolammonium chloride",C(C(CO)O)O,CC(C)(C)NCCO.Cl,0.6667,0.3333,271.82,10.1016/j.tca.2011.10.010,291.22,408.15
glycerol,"n,n-diethylethanolammonium chloride",C(C(CO)O)O,CC(C)(C)NCCO.Cl,0.75,0.25,274.85,10.1016/j.tca.2011.10.010,291.22,408.15
glycerol,"n,n-diethylethanolammonium chloride",C(C(CO)O)O,CC(C)(C)NCCO.Cl,0.8,0.2,275.15,10.1016/j.tca.2011.10.010,291.22,408.15
glycerol,Choline chloride,C(C(CO)O)O,CN+(C)CCO.[Cl-],0.5,0.5,281.18,10.1016/j.tca.2011.10.010,291.22,578.15
glycerol,methyl acetate,C(C(CO)O)O,COC(=O)C,0.6,0.4,286.15,10.1039/C0OB01011A,291.22,362.62
glycerol,methyl acetate,C(C(CO)O)O,COC(=O)C,0.5556,0.4444,287.15,10.1039/C0OB01011A,291.22,362.62
glycerol,methyltriphenylphosphonium bromide,C(C(CO)O)O,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.8,0.2,288.9,10.1021/ef2004943,291.22,504.15
glycerol,methyl acetate,C(C(CO)O)O,COC(=O)C,0.5,0.5,293.15,10.1039/C0OB01011A,291.22,362.62
glycerol,methyl acetate,C(C(CO)O)O,COC(=O)C,0.75,0.25,293.15,10.1039/C0OB01011A,291.22,362.62
glycerol,methyl acetate,C(C(CO)O)O,COC(=O)C,0.6667,0.3333,296.15,10.1039/C0OB01011A,291.22,362.62
glycerol,methyltriphenylphosphonium bromide,C(C(CO)O)O,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.6,0.4,316.71,10.1021/je100104v,291.22,504.15
glycerol,benzyltriphenylphosphonium chloride,C(C(CO)O)O,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],0.8333,0.1667,323.51,10.1021/je100104v,291.22,603.15
glycerol,benzyltriphenylphosphonium chloride,C(C(CO)O)O,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],0.6667,0.3333,328.91,10.1021/je100104v,291.22,603.15
glycerol,benzyltriphenylphosphonium chloride,C(C(CO)O)O,C1=CC=C(C=C1)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.[Cl-],0.8889,0.1111,334.39,10.1021/je100104v,291.22,603.15
glycerol,methyltriphenylphosphonium bromide,C(C(CO)O)O,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.5,0.5,348.75,10.1021/je100104v,291.22,504.15
glycerol,methyltriphenylphosphonium bromide,C(C(CO)O)O,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.3333,0.6667,353.58,10.1021/je100104v,291.22,504.15
glycerol,phenformin,C(C(CO)O)O,C1=CC=C(C=C1)CCN=C(N)N=C(N)N,0.6667,0.3333,204.15,10.1016/j.fluid.2017.05.009,291.25,449.65
glycerol,tetracycline,C(C(CO)O)O,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,0.67,0.33,335.15,10.1016/j.fluid.2017.05.009,291.25,444.15
glycerol,ticlopidine,C(C(CO)O)O,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl,0.67,0.33,340.15,10.1016/j.fluid.2017.05.009,291.25,462.15
glycolic acid,betaine,C(C(=O)O)O,C[N+](C)(C)CC(=O)[O-],0.667,0.333,237.15,10.1039/C4RA10628H,350.8,566
glycolic acid,betaine,C(C(=O)O)O,C[N+](C)(C)CC(=O)[O-],0.7,0.3,246.38,10.1039/C4RA10628H,350.8,566
glycolic acid,betaine,C(C(=O)O)O,C[N+](C)(C)CC(=O)[O-],0.6,0.4,248.31,10.1039/C4RA10628H,350.8,566
glycolic acid,betaine,C(C(=O)O)O,C[N+](C)(C)CC(=O)[O-],0.5,0.5,257.99,10.1039/C4RA10628H,350.8,566
glycolic acid,Choline chloride,C(C(=O)O)O,CN+(C)CCO.[Cl-],0.549,0.451,287.45,10.1021/acs.iecr.8b01249,350.8,578.15
glycolic acid,Choline chloride,C(C(=O)O)O,CN+(C)CCO.[Cl-],0.6,0.4,297.38,10.1021/acs.iecr.8b01249,350.8,578.15
glycolic acid,Choline chloride,C(C(=O)O)O,CN+(C)CCO.[Cl-],0.649,0.351,300.78,10.1021/acs.iecr.8b01249,350.8,578.15
glycolic acid,Choline chloride,C(C(=O)O)O,CN+(C)CCO.[Cl-],0.501,0.499,301.95,10.1021/acs.iecr.8b01249,350.8,578.15
glycolic acid,Choline chloride,C(C(=O)O)O,CN+(C)CCO.[Cl-],0.7,0.3,306.72,10.1021/acs.iecr.8b01249,350.8,578.15
glycolic acid,Choline chloride,C(C(=O)O)O,CN+(C)CCO.[Cl-],0.753,0.247,313.95,10.1021/acs.iecr.8b01249,350.8,578.15
glycolic acid,Choline chloride,C(C(=O)O)O,CN+(C)CCO.[Cl-],0.799,0.201,321.95,10.1021/acs.iecr.8b01249,350.8,578.15
glycolic acid,Choline chloride,C(C(=O)O)O,CN+(C)CCO.[Cl-],0.85,0.15,330.28,10.1021/acs.iecr.8b01249,350.8,578.15
glycolic acid,Choline chloride,C(C(=O)O)O,CN+(C)CCO.[Cl-],0.452,0.548,335.38,10.1021/acs.iecr.8b01249,350.8,578.15
glycolic acid,Choline chloride,C(C(=O)O)O,CN+(C)CCO.[Cl-],0.9,0.1,337.62,10.1021/acs.iecr.8b01249,350.8,578.15
glycolic acid,Choline chloride,C(C(=O)O)O,CN+(C)CCO.[Cl-],0.95,0.05,345.42,10.1021/acs.iecr.8b01249,350.8,578.15
glycolic acid,Choline chloride,C(C(=O)O)O,CN+(C)CCO.[Cl-],0.402,0.598,364.15,10.1021/acs.iecr.8b01249,350.8,578.15
glycolic acid,Choline chloride,C(C(=O)O)O,CN+(C)CCO.[Cl-],0.351,0.649,387.98,10.1021/acs.iecr.8b01249,350.8,578.15
glycolic acid,Choline chloride,C(C(=O)O)O,CN+(C)CCO.[Cl-],0.301,0.699,420.15,10.1021/acs.iecr.8b01249,350.8,578.15
glycolic acid,Choline chloride,C(C(=O)O)O,CN+(C)CCO.[Cl-],0.25,0.75,450.18,10.1021/acs.iecr.8b01249,350.8,578.15
glycolic acid,Choline chloride,C(C(=O)O)O,CN+(C)CCO.[Cl-],0.204,0.796,477.55,10.1021/acs.iecr.8b01249,350.8,578.15
glycolic acid,Choline chloride,C(C(=O)O)O,CN+(C)CCO.[Cl-],0.152,0.848,504.58,10.1021/acs.iecr.8b01249,350.8,578.15
glycolic acid,Choline chloride,C(C(=O)O)O,CN+(C)CCO.[Cl-],0.101,0.899,532.58,10.1021/acs.iecr.8b01249,350.8,578.15
glycolic acid,Choline chloride,C(C(=O)O)O,CN+(C)CCO.[Cl-],0.054,0.946,563.15,10.1021/acs.iecr.8b01249,350.8,578.15
hexadecan-1-ol,"(1r,2s,5r)-5-methyl-2-propan-2-ylcyclohexan-1-ol",CCCCCCCCCCCCCCCCO,CC1CCC(C(C1)O)C(C)C,0.199,0.801,301.2,10.1021/acs.jpcb.0c02386,324.4,315.7
hexadecan-1-ol,5-methyl-2-propan-2-ylphenol,CCCCCCCCCCCCCCCCO,CC1=CC(=C(C=C1)C(C)C)O,0.398,0.602,301.8,10.1021/acs.jpcb.0c02386,324.4,323.5
hexadecan-1-ol,"(1r,2s,5r)-5-methyl-2-propan-2-ylcyclohexan-1-ol",CCCCCCCCCCCCCCCCO,CC1CCC(C(C1)O)C(C)C,0.3,0.7,304.9,10.1021/acs.jpcb.0c02386,324.4,315.7
hexadecan-1-ol,5-methyl-2-propan-2-ylphenol,CCCCCCCCCCCCCCCCO,CC1=CC(=C(C=C1)C(C)C)O,0.3,0.7,306.1,10.1021/acs.jpcb.0c02386,324.4,323.5
hexadecan-1-ol,5-methyl-2-propan-2-ylphenol,CCCCCCCCCCCCCCCCO,CC1=CC(=C(C=C1)C(C)C)O,0.5,0.5,306.6,10.1021/acs.jpcb.0c02386,324.4,323.5
hexadecan-1-ol,"(1r,2s,5r)-5-methyl-2-propan-2-ylcyclohexan-1-ol",CCCCCCCCCCCCCCCCO,CC1CCC(C(C1)O)C(C)C,0.398,0.602,309.1,10.1021/acs.jpcb.0c02386,324.4,315.7
hexadecan-1-ol,5-methyl-2-propan-2-ylphenol,CCCCCCCCCCCCCCCCO,CC1=CC(=C(C=C1)C(C)C)O,0.599,0.401,309.4,10.1021/acs.jpcb.0c02386,324.4,323.5
hexadecan-1-ol,"(1r,2s,5r)-5-methyl-2-propan-2-ylcyclohexan-1-ol",CCCCCCCCCCCCCCCCO,CC1CCC(C(C1)O)C(C)C,0.1,0.9,309.9,10.1021/acs.jpcb.0c02386,324.4,315.7
hexadecan-1-ol,"(1r,2s,5r)-5-methyl-2-propan-2-ylcyclohexan-1-ol",CCCCCCCCCCCCCCCCO,CC1CCC(C(C1)O)C(C)C,0.5,0.5,312.5,10.1021/acs.jpcb.0c02386,324.4,315.7
hexadecan-1-ol,5-methyl-2-propan-2-ylphenol,CCCCCCCCCCCCCCCCO,CC1=CC(=C(C=C1)C(C)C)O,0.201,0.799,312.6,10.1021/acs.jpcb.0c02386,324.4,323.5
hexadecan-1-ol,5-methyl-2-propan-2-ylphenol,CCCCCCCCCCCCCCCCO,CC1=CC(=C(C=C1)C(C)C)O,0.699,0.301,314.1,10.1021/acs.jpcb.0c02386,324.4,323.5
hexadecan-1-ol,"(1r,2s,5r)-5-methyl-2-propan-2-ylcyclohexan-1-ol",CCCCCCCCCCCCCCCCO,CC1CCC(C(C1)O)C(C)C,0.6,0.4,314.7,10.1021/acs.jpcb.0c02386,324.4,315.7
hexadecan-1-ol,"(1r,2s,5r)-5-methyl-2-propan-2-ylcyclohexan-1-ol",CCCCCCCCCCCCCCCCO,CC1CCC(C(C1)O)C(C)C,0.699,0.301,317.7,10.1021/acs.jpcb.0c02386,324.4,315.7
hexadecan-1-ol,5-methyl-2-propan-2-ylphenol,CCCCCCCCCCCCCCCCO,CC1=CC(=C(C=C1)C(C)C)O,0.1,0.9,318.2,10.1021/acs.jpcb.0c02386,324.4,323.5
hexadecan-1-ol,5-methyl-2-propan-2-ylphenol,CCCCCCCCCCCCCCCCO,CC1=CC(=C(C=C1)C(C)C)O,0.797,0.203,318.8,10.1021/acs.jpcb.0c02386,324.4,323.5
hexadecan-1-ol,"(1r,2s,5r)-5-methyl-2-propan-2-ylcyclohexan-1-ol",CCCCCCCCCCCCCCCCO,CC1CCC(C(C1)O)C(C)C,0.801,0.199,319.4,10.1021/acs.jpcb.0c02386,324.4,315.7
hexadecan-1-ol,5-methyl-2-propan-2-ylphenol,CCCCCCCCCCCCCCCCO,CC1=CC(=C(C=C1)C(C)C)O,0.897,0.103,320.8,10.1021/acs.jpcb.0c02386,324.4,323.5
hexadecan-1-ol,"(1r,2s,5r)-5-methyl-2-propan-2-ylcyclohexan-1-ol",CCCCCCCCCCCCCCCCO,CC1CCC(C(C1)O)C(C)C,0.896,0.104,321,10.1021/acs.jpcb.0c02386,324.4,315.7
hexadecan-1-ol,tetrabutylammonium chloride,CCCCCCCCCCCCCCCCO,N+(CCCC)(CCCC)CCCC.[Cl-],0.597,0.403,301.6,10.1021/acs.jpcb.0c02386,324.4,344
hexadecan-1-ol,tetrabutylammonium chloride,CCCCCCCCCCCCCCCCO,N+(CCCC)(CCCC)CCCC.[Cl-],0.7,0.3,307.2,10.1021/acs.jpcb.0c02386,324.4,344
hexadecan-1-ol,tetrabutylammonium chloride,CCCCCCCCCCCCCCCCO,N+(CCCC)(CCCC)CCCC.[Cl-],0.506,0.494,308.5,10.1021/acs.jpcb.0c02386,324.4,344
hexadecan-1-ol,tetrabutylammonium chloride,CCCCCCCCCCCCCCCCO,N+(CCCC)(CCCC)CCCC.[Cl-],0.797,0.203,313.2,10.1021/acs.jpcb.0c02386,324.4,344
hexadecan-1-ol,tetrabutylammonium chloride,CCCCCCCCCCCCCCCCO,N+(CCCC)(CCCC)CCCC.[Cl-],0.403,0.597,315.7,10.1021/acs.jpcb.0c02386,324.4,344
hexadecan-1-ol,Choline chloride,CCCCCCCCCCCCCCCCO,CN+(C)CCO.[Cl-],0.5,0.5,318.55,10.1021/acs.iecr.7b02382,324.4,578.15
hexadecan-1-ol,tetrabutylammonium chloride,CCCCCCCCCCCCCCCCO,N+(CCCC)(CCCC)CCCC.[Cl-],0.899,0.101,318.7,10.1021/acs.jpcb.0c02386,324.4,344
hexadecan-1-ol,Choline chloride,CCCCCCCCCCCCCCCCO,CN+(C)CCO.[Cl-],0.592,0.408,320.78,10.1021/acs.iecr.7b02382,324.4,578.15
hexadecan-1-ol,Choline chloride,CCCCCCCCCCCCCCCCO,CN+(C)CCO.[Cl-],0.604,0.396,320.95,10.1021/acs.iecr.7b02382,324.4,578.15
hexadecan-1-ol,Choline chloride,CCCCCCCCCCCCCCCCO,CN+(C)CCO.[Cl-],0.668,0.332,322.28,10.1021/acs.iecr.7b02382,324.4,578.15
hexadecan-1-ol,Choline chloride,CCCCCCCCCCCCCCCCO,CN+(C)CCO.[Cl-],0.694,0.306,322.55,10.1021/acs.iecr.7b02382,324.4,578.15
hexadecan-1-ol,Choline chloride,CCCCCCCCCCCCCCCCO,CN+(C)CCO.[Cl-],0.792,0.208,322.73,10.1021/acs.iecr.7b02382,324.4,578.15
hexadecan-1-ol,Choline chloride,CCCCCCCCCCCCCCCCO,CN+(C)CCO.[Cl-],0.868,0.132,323.35,10.1021/acs.iecr.7b02382,324.4,578.15
hexadecan-1-ol,tetrabutylammonium chloride,CCCCCCCCCCCCCCCCO,N+(CCCC)(CCCC)CCCC.[Cl-],0.275,0.725,324.1,10.1021/acs.jpcb.0c02386,324.4,344
hexadecan-1-ol,tetramethylammonium chloride,CCCCCCCCCCCCCCCCO,N+(C)(C)C.[Cl-],0.6,0.4,328.3,10.1021/acs.jpcb.0c02386,324.4,612.87
